"weightid","weight","activation.type","dataset","n","response.levels","n.levels","n.predictors","cluster","dataset.cluster","layer"
"h4_w45",-0.412860363721848,"RectifierWithDropout","dermatology",366,"2;1;3;5;4;6",6,34,2,5,"Hidden4"
"h4_w46",-0.396861582994461,"RectifierWithDropout","dermatology",366,"2;1;3;5;4;6",6,34,2,5,"Hidden4"
"h4_w47",-0.387414336204529,"RectifierWithDropout","dermatology",366,"2;1;3;5;4;6",6,34,2,5,"Hidden4"
"h4_w48",0.349732935428619,"RectifierWithDropout","dermatology",366,"2;1;3;5;4;6",6,34,2,5,"Hidden4"
"h4_w49",-0.0536333471536636,"RectifierWithDropout","dermatology",366,"2;1;3;5;4;6",6,34,2,5,"Hidden4"
"h4_w50",-0.0381176620721817,"RectifierWithDropout","dermatology",366,"2;1;3;5;4;6",6,34,2,5,"Hidden4"
"h4_w51",0.372477680444717,"RectifierWithDropout","dermatology",366,"2;1;3;5;4;6",6,34,2,5,"Hidden4"
"h4_w52",0.0228972304612398,"RectifierWithDropout","dermatology",366,"2;1;3;5;4;6",6,34,2,5,"Hidden4"
"h4_w53",0.410493195056915,"RectifierWithDropout","dermatology",366,"2;1;3;5;4;6",6,34,2,5,"Hidden4"
"h4_w54",0.103491127490997,"RectifierWithDropout","dermatology",366,"2;1;3;5;4;6",6,34,2,5,"Hidden4"
"h4_w55",0.134157031774521,"RectifierWithDropout","dermatology",366,"2;1;3;5;4;6",6,34,2,5,"Hidden4"
"h4_w56",0.162413731217384,"RectifierWithDropout","dermatology",366,"2;1;3;5;4;6",6,34,2,5,"Hidden4"
"h4_w57",0.351460248231888,"RectifierWithDropout","dermatology",366,"2;1;3;5;4;6",6,34,2,5,"Hidden4"
"h4_w58",-0.149885416030884,"RectifierWithDropout","dermatology",366,"2;1;3;5;4;6",6,34,2,5,"Hidden4"
"h4_w59",0.292974472045898,"RectifierWithDropout","dermatology",366,"2;1;3;5;4;6",6,34,2,5,"Hidden4"
"h4_w60",0.266752958297729,"RectifierWithDropout","dermatology",366,"2;1;3;5;4;6",6,34,2,5,"Hidden4"
"h4_w61",-0.276174604892731,"RectifierWithDropout","dermatology",366,"2;1;3;5;4;6",6,34,2,5,"Hidden4"
"h4_w62",0.46961435675621,"RectifierWithDropout","dermatology",366,"2;1;3;5;4;6",6,34,2,5,"Hidden4"
"h4_w63",-0.299655020236969,"RectifierWithDropout","dermatology",366,"2;1;3;5;4;6",6,34,2,5,"Hidden4"
"h4_w64",-0.44810476899147,"RectifierWithDropout","dermatology",366,"2;1;3;5;4;6",6,34,2,5,"Hidden4"
"h4_w65",0.317492365837097,"RectifierWithDropout","dermatology",366,"2;1;3;5;4;6",6,34,2,5,"Hidden4"
"h4_w66",0.315337657928467,"RectifierWithDropout","dermatology",366,"2;1;3;5;4;6",6,34,2,5,"Hidden4"
"h4_w67",0.065795786678791,"RectifierWithDropout","dermatology",366,"2;1;3;5;4;6",6,34,2,5,"Hidden4"
"h4_w68",-0.298601508140564,"RectifierWithDropout","dermatology",366,"2;1;3;5;4;6",6,34,2,5,"Hidden4"
"h4_w69",0.430574059486389,"RectifierWithDropout","dermatology",366,"2;1;3;5;4;6",6,34,2,5,"Hidden4"
"h4_w70",0.205291554331779,"RectifierWithDropout","dermatology",366,"2;1;3;5;4;6",6,34,2,5,"Hidden4"
"h4_w71",0.148856341838837,"RectifierWithDropout","dermatology",366,"2;1;3;5;4;6",6,34,2,5,"Hidden4"
"h4_w72",-0.079039491713047,"RectifierWithDropout","dermatology",366,"2;1;3;5;4;6",6,34,2,5,"Hidden4"
"h4_w73",-0.138789027929306,"RectifierWithDropout","dermatology",366,"2;1;3;5;4;6",6,34,2,5,"Hidden4"
"h4_w74",-0.0143927615135908,"RectifierWithDropout","dermatology",366,"2;1;3;5;4;6",6,34,2,5,"Hidden4"
"h4_w75",-0.382665902376175,"RectifierWithDropout","dermatology",366,"2;1;3;5;4;6",6,34,2,5,"Hidden4"
"h4_w76",-0.352414339780807,"RectifierWithDropout","dermatology",366,"2;1;3;5;4;6",6,34,2,5,"Hidden4"
"h4_w77",0.374550670385361,"RectifierWithDropout","dermatology",366,"2;1;3;5;4;6",6,34,2,5,"Hidden4"
"h4_w78",-0.107731252908707,"RectifierWithDropout","dermatology",366,"2;1;3;5;4;6",6,34,2,5,"Hidden4"
"h4_w79",0.114943601191044,"RectifierWithDropout","dermatology",366,"2;1;3;5;4;6",6,34,2,5,"Hidden4"
"h4_w80",0.0621873438358307,"RectifierWithDropout","dermatology",366,"2;1;3;5;4;6",6,34,2,5,"Hidden4"
"h4_w81",0.304731130599976,"RectifierWithDropout","dermatology",366,"2;1;3;5;4;6",6,34,2,5,"Hidden4"
"h4_w82",0.0313596799969673,"RectifierWithDropout","dermatology",366,"2;1;3;5;4;6",6,34,2,5,"Hidden4"
"h4_w83",0.339014321565628,"RectifierWithDropout","dermatology",366,"2;1;3;5;4;6",6,34,2,5,"Hidden4"
"h4_w84",0.343806833028793,"RectifierWithDropout","dermatology",366,"2;1;3;5;4;6",6,34,2,5,"Hidden4"
"h4_w85",0.189455702900887,"RectifierWithDropout","dermatology",366,"2;1;3;5;4;6",6,34,2,5,"Hidden4"
"h4_w86",0.386630535125732,"RectifierWithDropout","dermatology",366,"2;1;3;5;4;6",6,34,2,5,"Hidden4"
"h4_w87",-0.0253583453595638,"RectifierWithDropout","dermatology",366,"2;1;3;5;4;6",6,34,2,5,"Hidden4"
"h4_w88",-0.313627392053604,"RectifierWithDropout","dermatology",366,"2;1;3;5;4;6",6,34,2,5,"Hidden4"
"h4_w89",-0.359443604946136,"RectifierWithDropout","dermatology",366,"2;1;3;5;4;6",6,34,2,5,"Hidden4"
"h4_w90",0.11330546438694,"RectifierWithDropout","dermatology",366,"2;1;3;5;4;6",6,34,2,5,"Hidden4"
"h4_w91",0.104520730674267,"RectifierWithDropout","dermatology",366,"2;1;3;5;4;6",6,34,2,5,"Hidden4"
"h4_w92",-0.338428825139999,"RectifierWithDropout","dermatology",366,"2;1;3;5;4;6",6,34,2,5,"Hidden4"
"h4_w93",0.175123333930969,"RectifierWithDropout","dermatology",366,"2;1;3;5;4;6",6,34,2,5,"Hidden4"
"h4_w94",0.0584126636385918,"RectifierWithDropout","dermatology",366,"2;1;3;5;4;6",6,34,2,5,"Hidden4"
"h4_w95",0.32023873925209,"RectifierWithDropout","dermatology",366,"2;1;3;5;4;6",6,34,2,5,"Hidden4"
"h4_w96",0.245278492569923,"RectifierWithDropout","dermatology",366,"2;1;3;5;4;6",6,34,2,5,"Hidden4"
"h4_w97",-0.517307460308075,"RectifierWithDropout","dermatology",366,"2;1;3;5;4;6",6,34,2,5,"Hidden4"
"h4_w98",0.533652245998383,"RectifierWithDropout","dermatology",366,"2;1;3;5;4;6",6,34,2,5,"Hidden4"
"h4_w99",-0.22178353369236,"RectifierWithDropout","dermatology",366,"2;1;3;5;4;6",6,34,2,5,"Hidden4"
"h2_w00",-0.107048384845257,"rectifier","echocardiogram",131,"0;1",2,10,2,5,"Hidden2"
"h2_w01",-0.278486579656601,"rectifier","echocardiogram",131,"0;1",2,10,2,5,"Hidden2"
"h2_w02",0.434999585151672,"rectifier","echocardiogram",131,"0;1",2,10,2,5,"Hidden2"
"h2_w03",0.110098175704479,"rectifier","echocardiogram",131,"0;1",2,10,2,5,"Hidden2"
"h2_w04",-0.120244704186916,"rectifier","echocardiogram",131,"0;1",2,10,2,5,"Hidden2"
"h2_w05",0.21987609565258,"rectifier","echocardiogram",131,"0;1",2,10,2,5,"Hidden2"
"h2_w06",0.465777397155762,"rectifier","echocardiogram",131,"0;1",2,10,2,5,"Hidden2"
"h2_w07",0.521916568279266,"rectifier","echocardiogram",131,"0;1",2,10,2,5,"Hidden2"
"h2_w08",0.265597850084305,"rectifier","echocardiogram",131,"0;1",2,10,2,5,"Hidden2"
"h2_w09",0.226820334792137,"rectifier","echocardiogram",131,"0;1",2,10,2,5,"Hidden2"
"h2_w10",-0.401937484741211,"rectifier","echocardiogram",131,"0;1",2,10,2,5,"Hidden2"
"h2_w11",-0.0546942912042141,"rectifier","echocardiogram",131,"0;1",2,10,2,5,"Hidden2"
"h2_w12",0.493568927049637,"rectifier","echocardiogram",131,"0;1",2,10,2,5,"Hidden2"
"h2_w13",0.352972090244293,"rectifier","echocardiogram",131,"0;1",2,10,2,5,"Hidden2"
"h2_w14",0.149657011032104,"rectifier","echocardiogram",131,"0;1",2,10,2,5,"Hidden2"
"h2_w15",-0.488915652036667,"rectifier","echocardiogram",131,"0;1",2,10,2,5,"Hidden2"
"h2_w16",-0.0210573058575392,"rectifier","echocardiogram",131,"0;1",2,10,2,5,"Hidden2"
"h2_w17",-0.28596106171608,"rectifier","echocardiogram",131,"0;1",2,10,2,5,"Hidden2"
"h2_w18",-0.227206811308861,"rectifier","echocardiogram",131,"0;1",2,10,2,5,"Hidden2"
"h2_w19",-0.119524270296097,"rectifier","echocardiogram",131,"0;1",2,10,2,5,"Hidden2"
"h2_w20",0.279286175966263,"rectifier","echocardiogram",131,"0;1",2,10,2,5,"Hidden2"
"h2_w21",-0.32352477312088,"rectifier","echocardiogram",131,"0;1",2,10,2,5,"Hidden2"
"h2_w22",0.262070775032043,"rectifier","echocardiogram",131,"0;1",2,10,2,5,"Hidden2"
"h2_w23",0.428944885730743,"rectifier","echocardiogram",131,"0;1",2,10,2,5,"Hidden2"
"h2_w24",0.237764000892639,"rectifier","echocardiogram",131,"0;1",2,10,2,5,"Hidden2"
"h2_w25",-0.129142105579376,"rectifier","echocardiogram",131,"0;1",2,10,2,5,"Hidden2"
"h2_w26",0.325914293527603,"rectifier","echocardiogram",131,"0;1",2,10,2,5,"Hidden2"
"h2_w27",-0.383193343877792,"rectifier","echocardiogram",131,"0;1",2,10,2,5,"Hidden2"
"h2_w28",-0.27641636133194,"rectifier","echocardiogram",131,"0;1",2,10,2,5,"Hidden2"
"h2_w29",0.357827484607697,"rectifier","echocardiogram",131,"0;1",2,10,2,5,"Hidden2"
"h2_w30",0.272221148014069,"rectifier","echocardiogram",131,"0;1",2,10,2,5,"Hidden2"
"h2_w31",0.355427831411362,"rectifier","echocardiogram",131,"0;1",2,10,2,5,"Hidden2"
"h2_w32",0.436428934335709,"rectifier","echocardiogram",131,"0;1",2,10,2,5,"Hidden2"
"h2_w33",-0.222845733165741,"rectifier","echocardiogram",131,"0;1",2,10,2,5,"Hidden2"
"h2_w34",-0.0133423553779721,"rectifier","echocardiogram",131,"0;1",2,10,2,5,"Hidden2"
"h2_w35",-0.38334646821022,"rectifier","echocardiogram",131,"0;1",2,10,2,5,"Hidden2"
"h2_w36",0.512608051300049,"rectifier","echocardiogram",131,"0;1",2,10,2,5,"Hidden2"
"h2_w37",0.0999670624732971,"rectifier","echocardiogram",131,"0;1",2,10,2,5,"Hidden2"
"h2_w38",0.533371329307556,"rectifier","echocardiogram",131,"0;1",2,10,2,5,"Hidden2"
"h2_w39",0.225353851914406,"rectifier","echocardiogram",131,"0;1",2,10,2,5,"Hidden2"
"h2_w40",-0.524007618427277,"rectifier","echocardiogram",131,"0;1",2,10,2,5,"Hidden2"
"h2_w41",-0.320164978504181,"rectifier","echocardiogram",131,"0;1",2,10,2,5,"Hidden2"
"h2_w42",0.42439278960228,"rectifier","echocardiogram",131,"0;1",2,10,2,5,"Hidden2"
"h2_w43",-0.053282305598259,"rectifier","echocardiogram",131,"0;1",2,10,2,5,"Hidden2"
"h2_w44",-0.187745317816734,"rectifier","echocardiogram",131,"0;1",2,10,2,5,"Hidden2"
"h2_w45",-0.395794898271561,"rectifier","echocardiogram",131,"0;1",2,10,2,5,"Hidden2"
"h2_w46",-0.516149520874023,"rectifier","echocardiogram",131,"0;1",2,10,2,5,"Hidden2"
"h2_w47",0.13863080739975,"rectifier","echocardiogram",131,"0;1",2,10,2,5,"Hidden2"
"h2_w48",-0.122016288340092,"rectifier","echocardiogram",131,"0;1",2,10,2,5,"Hidden2"
"h2_w49",0.0032011098228395,"rectifier","echocardiogram",131,"0;1",2,10,2,5,"Hidden2"
"h2_w50",-0.164331883192062,"rectifier","echocardiogram",131,"0;1",2,10,2,5,"Hidden2"
"h2_w51",-0.289472967386246,"rectifier","echocardiogram",131,"0;1",2,10,2,5,"Hidden2"
"h2_w52",-0.295979142189026,"rectifier","echocardiogram",131,"0;1",2,10,2,5,"Hidden2"
"h2_w53",-0.0279396716505289,"rectifier","echocardiogram",131,"0;1",2,10,2,5,"Hidden2"
"h2_w54",-0.322459638118744,"rectifier","echocardiogram",131,"0;1",2,10,2,5,"Hidden2"
"h2_w55",0.368584752082825,"rectifier","echocardiogram",131,"0;1",2,10,2,5,"Hidden2"
"h2_w56",-0.251162111759186,"rectifier","echocardiogram",131,"0;1",2,10,2,5,"Hidden2"
"h2_w57",0.00253732572309673,"rectifier","echocardiogram",131,"0;1",2,10,2,5,"Hidden2"
"h2_w58",-0.23444701731205,"rectifier","echocardiogram",131,"0;1",2,10,2,5,"Hidden2"
"h2_w59",-0.273716479539871,"rectifier","echocardiogram",131,"0;1",2,10,2,5,"Hidden2"
"h2_w60",0.263815730810165,"rectifier","echocardiogram",131,"0;1",2,10,2,5,"Hidden2"
"h2_w61",0.383119970560074,"rectifier","echocardiogram",131,"0;1",2,10,2,5,"Hidden2"
"h2_w62",0.222663566470146,"rectifier","echocardiogram",131,"0;1",2,10,2,5,"Hidden2"
"h2_w63",0.361983478069305,"rectifier","echocardiogram",131,"0;1",2,10,2,5,"Hidden2"
"h2_w64",0.330632776021957,"rectifier","echocardiogram",131,"0;1",2,10,2,5,"Hidden2"
"h2_w65",-0.210136771202087,"rectifier","echocardiogram",131,"0;1",2,10,2,5,"Hidden2"
"h2_w66",-0.314891457557678,"rectifier","echocardiogram",131,"0;1",2,10,2,5,"Hidden2"
"h2_w67",-0.440526753664017,"rectifier","echocardiogram",131,"0;1",2,10,2,5,"Hidden2"
"h2_w68",0.0583398565649986,"rectifier","echocardiogram",131,"0;1",2,10,2,5,"Hidden2"
"h2_w69",0.0475592389702797,"rectifier","echocardiogram",131,"0;1",2,10,2,5,"Hidden2"
"h2_w70",0.293466567993164,"rectifier","echocardiogram",131,"0;1",2,10,2,5,"Hidden2"
"h2_w71",-0.223251506686211,"rectifier","echocardiogram",131,"0;1",2,10,2,5,"Hidden2"
"h2_w72",0.066764809191227,"rectifier","echocardiogram",131,"0;1",2,10,2,5,"Hidden2"
"h2_w73",-0.0392976738512516,"rectifier","echocardiogram",131,"0;1",2,10,2,5,"Hidden2"
"h2_w74",0.414665937423706,"rectifier","echocardiogram",131,"0;1",2,10,2,5,"Hidden2"
"h2_w75",0.359193295240402,"rectifier","echocardiogram",131,"0;1",2,10,2,5,"Hidden2"
"h2_w76",0.480200439691544,"rectifier","echocardiogram",131,"0;1",2,10,2,5,"Hidden2"
"h2_w77",0.156320944428444,"rectifier","echocardiogram",131,"0;1",2,10,2,5,"Hidden2"
"h2_w78",-0.282545149326324,"rectifier","echocardiogram",131,"0;1",2,10,2,5,"Hidden2"
"h2_w79",-0.106931440532207,"rectifier","echocardiogram",131,"0;1",2,10,2,5,"Hidden2"
"h2_w80",0.204778164625168,"rectifier","echocardiogram",131,"0;1",2,10,2,5,"Hidden2"
"h2_w81",0.471157044172287,"rectifier","echocardiogram",131,"0;1",2,10,2,5,"Hidden2"
"h2_w82",-0.436829268932343,"rectifier","echocardiogram",131,"0;1",2,10,2,5,"Hidden2"
"h2_w83",0.176992624998093,"rectifier","echocardiogram",131,"0;1",2,10,2,5,"Hidden2"
"h2_w84",0.0610401071608067,"rectifier","echocardiogram",131,"0;1",2,10,2,5,"Hidden2"
"h2_w85",0.00977171119302511,"rectifier","echocardiogram",131,"0;1",2,10,2,5,"Hidden2"
"h2_w86",0.452427834272385,"rectifier","echocardiogram",131,"0;1",2,10,2,5,"Hidden2"
"h2_w87",-0.38207271695137,"rectifier","echocardiogram",131,"0;1",2,10,2,5,"Hidden2"
"h2_w88",-0.387641072273254,"rectifier","echocardiogram",131,"0;1",2,10,2,5,"Hidden2"
"h2_w89",0.262622863054276,"rectifier","echocardiogram",131,"0;1",2,10,2,5,"Hidden2"
"h2_w90",0.333791375160217,"rectifier","echocardiogram",131,"0;1",2,10,2,5,"Hidden2"
"h2_w91",0.492336750030518,"rectifier","echocardiogram",131,"0;1",2,10,2,5,"Hidden2"
"h2_w92",-0.344260096549988,"rectifier","echocardiogram",131,"0;1",2,10,2,5,"Hidden2"
"h2_w93",-0.241045594215393,"rectifier","echocardiogram",131,"0;1",2,10,2,5,"Hidden2"
"h2_w94",-0.343890845775604,"rectifier","echocardiogram",131,"0;1",2,10,2,5,"Hidden2"
"h2_w95",-0.0244513470679522,"rectifier","echocardiogram",131,"0;1",2,10,2,5,"Hidden2"
"h2_w96",0.443702220916748,"rectifier","echocardiogram",131,"0;1",2,10,2,5,"Hidden2"
"h2_w97",-0.336586058139801,"rectifier","echocardiogram",131,"0;1",2,10,2,5,"Hidden2"
"h2_w98",-0.451936453580856,"rectifier","echocardiogram",131,"0;1",2,10,2,5,"Hidden2"
"h2_w99",-0.375318557024002,"rectifier","echocardiogram",131,"0;1",2,10,2,5,"Hidden2"
"h3_w00",-0.13166318833828,"rectifier","echocardiogram",131,"0;1",2,10,2,5,"Hidden3"
"h3_w01",-0.517454028129578,"rectifier","echocardiogram",131,"0;1",2,10,2,5,"Hidden3"
"h3_w02",0.27153268456459,"rectifier","echocardiogram",131,"0;1",2,10,2,5,"Hidden3"
"h3_w03",-0.452882617712021,"rectifier","echocardiogram",131,"0;1",2,10,2,5,"Hidden3"
"h3_w04",0.523216962814331,"rectifier","echocardiogram",131,"0;1",2,10,2,5,"Hidden3"
"h3_w05",0.139538735151291,"rectifier","echocardiogram",131,"0;1",2,10,2,5,"Hidden3"
"h3_w06",0.49235987663269,"rectifier","echocardiogram",131,"0;1",2,10,2,5,"Hidden3"
"h3_w07",0.192849263548851,"rectifier","echocardiogram",131,"0;1",2,10,2,5,"Hidden3"
"h3_w08",-0.36695471405983,"rectifier","echocardiogram",131,"0;1",2,10,2,5,"Hidden3"
"h3_w09",-0.181014433503151,"rectifier","echocardiogram",131,"0;1",2,10,2,5,"Hidden3"
"h3_w10",-0.355084925889969,"rectifier","echocardiogram",131,"0;1",2,10,2,5,"Hidden3"
"h3_w11",0.455730080604553,"rectifier","echocardiogram",131,"0;1",2,10,2,5,"Hidden3"
"h3_w12",-0.206070110201836,"rectifier","echocardiogram",131,"0;1",2,10,2,5,"Hidden3"
"h3_w13",0.195736885070801,"rectifier","echocardiogram",131,"0;1",2,10,2,5,"Hidden3"
"h3_w14",0.454221695661545,"rectifier","echocardiogram",131,"0;1",2,10,2,5,"Hidden3"
"h3_w15",0.0518920570611954,"rectifier","echocardiogram",131,"0;1",2,10,2,5,"Hidden3"
"h3_w16",0.484390586614609,"rectifier","echocardiogram",131,"0;1",2,10,2,5,"Hidden3"
"h3_w17",0.326803684234619,"rectifier","echocardiogram",131,"0;1",2,10,2,5,"Hidden3"
"h3_w18",-0.0251373946666718,"rectifier","echocardiogram",131,"0;1",2,10,2,5,"Hidden3"
"h3_w19",-0.363977640867233,"rectifier","echocardiogram",131,"0;1",2,10,2,5,"Hidden3"
"h3_w20",0.280571639537811,"rectifier","echocardiogram",131,"0;1",2,10,2,5,"Hidden3"
"h3_w21",-0.308220744132996,"rectifier","echocardiogram",131,"0;1",2,10,2,5,"Hidden3"
"h3_w22",0.465988129377365,"rectifier","echocardiogram",131,"0;1",2,10,2,5,"Hidden3"
"h3_w23",0.538478195667267,"rectifier","echocardiogram",131,"0;1",2,10,2,5,"Hidden3"
"h3_w24",0.463039994239807,"rectifier","echocardiogram",131,"0;1",2,10,2,5,"Hidden3"
"h3_w25",0.266407161951065,"rectifier","echocardiogram",131,"0;1",2,10,2,5,"Hidden3"
"h3_w26",-0.0827855095267296,"rectifier","echocardiogram",131,"0;1",2,10,2,5,"Hidden3"
"h3_w27",0.455810964107513,"rectifier","echocardiogram",131,"0;1",2,10,2,5,"Hidden3"
"h3_w28",0.147985711693764,"rectifier","echocardiogram",131,"0;1",2,10,2,5,"Hidden3"
"h3_w29",0.530069708824158,"rectifier","echocardiogram",131,"0;1",2,10,2,5,"Hidden3"
"h3_w30",-0.00623463606461883,"rectifier","echocardiogram",131,"0;1",2,10,2,5,"Hidden3"
"h3_w31",-0.429102182388306,"rectifier","echocardiogram",131,"0;1",2,10,2,5,"Hidden3"
"h3_w32",-0.0523912347853184,"rectifier","echocardiogram",131,"0;1",2,10,2,5,"Hidden3"
"h3_w33",-0.536232590675354,"rectifier","echocardiogram",131,"0;1",2,10,2,5,"Hidden3"
"h3_w34",-0.436460047960281,"rectifier","echocardiogram",131,"0;1",2,10,2,5,"Hidden3"
"h3_w35",0.432509988546371,"rectifier","echocardiogram",131,"0;1",2,10,2,5,"Hidden3"
"h3_w36",-0.21023291349411,"rectifier","echocardiogram",131,"0;1",2,10,2,5,"Hidden3"
"h3_w37",0.0429571606218815,"rectifier","echocardiogram",131,"0;1",2,10,2,5,"Hidden3"
"h3_w38",0.0190774612128735,"rectifier","echocardiogram",131,"0;1",2,10,2,5,"Hidden3"
"h3_w39",0.466660261154175,"rectifier","echocardiogram",131,"0;1",2,10,2,5,"Hidden3"
"h3_w40",-0.478562355041504,"rectifier","echocardiogram",131,"0;1",2,10,2,5,"Hidden3"
"h3_w41",-0.546219527721405,"rectifier","echocardiogram",131,"0;1",2,10,2,5,"Hidden3"
"h3_w42",0.308368742465973,"rectifier","echocardiogram",131,"0;1",2,10,2,5,"Hidden3"
"h3_w43",0.110772654414177,"rectifier","echocardiogram",131,"0;1",2,10,2,5,"Hidden3"
"h3_w44",-0.50432300567627,"rectifier","echocardiogram",131,"0;1",2,10,2,5,"Hidden3"
"h3_w45",-0.193448573350906,"rectifier","echocardiogram",131,"0;1",2,10,2,5,"Hidden3"
"h3_w46",0.0154542615637183,"rectifier","echocardiogram",131,"0;1",2,10,2,5,"Hidden3"
"h3_w47",-0.526564955711365,"rectifier","echocardiogram",131,"0;1",2,10,2,5,"Hidden3"
"h3_w48",-0.419173002243042,"rectifier","echocardiogram",131,"0;1",2,10,2,5,"Hidden3"
"h3_w49",0.155241936445236,"rectifier","echocardiogram",131,"0;1",2,10,2,5,"Hidden3"
"h3_w50",0.473213106393814,"rectifier","echocardiogram",131,"0;1",2,10,2,5,"Hidden3"
"h3_w51",0.0111971208825707,"rectifier","echocardiogram",131,"0;1",2,10,2,5,"Hidden3"
"h3_w52",0.318220019340515,"rectifier","echocardiogram",131,"0;1",2,10,2,5,"Hidden3"
"h3_w53",-0.0458731912076473,"rectifier","echocardiogram",131,"0;1",2,10,2,5,"Hidden3"
"h3_w54",0.322607755661011,"rectifier","echocardiogram",131,"0;1",2,10,2,5,"Hidden3"
"h3_w55",0.105162240564823,"rectifier","echocardiogram",131,"0;1",2,10,2,5,"Hidden3"
"h3_w56",0.165068864822388,"rectifier","echocardiogram",131,"0;1",2,10,2,5,"Hidden3"
"h3_w57",-0.366224437952042,"rectifier","echocardiogram",131,"0;1",2,10,2,5,"Hidden3"
"h3_w58",-0.174039930105209,"rectifier","echocardiogram",131,"0;1",2,10,2,5,"Hidden3"
"h3_w59",0.480734407901764,"rectifier","echocardiogram",131,"0;1",2,10,2,5,"Hidden3"
"h3_w60",0.394569993019104,"rectifier","echocardiogram",131,"0;1",2,10,2,5,"Hidden3"
"h3_w61",0.225856125354767,"rectifier","echocardiogram",131,"0;1",2,10,2,5,"Hidden3"
"h3_w62",-0.37318229675293,"rectifier","echocardiogram",131,"0;1",2,10,2,5,"Hidden3"
"h3_w63",0.267796605825424,"rectifier","echocardiogram",131,"0;1",2,10,2,5,"Hidden3"
"h3_w64",-0.130526751279831,"rectifier","echocardiogram",131,"0;1",2,10,2,5,"Hidden3"
"h3_w65",0.458763509988785,"rectifier","echocardiogram",131,"0;1",2,10,2,5,"Hidden3"
"h3_w66",0.256568819284439,"rectifier","echocardiogram",131,"0;1",2,10,2,5,"Hidden3"
"h3_w67",0.261554628610611,"rectifier","echocardiogram",131,"0;1",2,10,2,5,"Hidden3"
"h3_w68",-0.193342551589012,"rectifier","echocardiogram",131,"0;1",2,10,2,5,"Hidden3"
"h3_w69",0.277545273303986,"rectifier","echocardiogram",131,"0;1",2,10,2,5,"Hidden3"
"h3_w70",0.283663392066956,"rectifier","echocardiogram",131,"0;1",2,10,2,5,"Hidden3"
"h3_w71",-0.29789724946022,"rectifier","echocardiogram",131,"0;1",2,10,2,5,"Hidden3"
"h3_w72",-0.158983051776886,"rectifier","echocardiogram",131,"0;1",2,10,2,5,"Hidden3"
"h3_w73",0.293982237577438,"rectifier","echocardiogram",131,"0;1",2,10,2,5,"Hidden3"
"h3_w74",0.483469635248184,"rectifier","echocardiogram",131,"0;1",2,10,2,5,"Hidden3"
"h3_w75",-0.0769994333386421,"rectifier","echocardiogram",131,"0;1",2,10,2,5,"Hidden3"
"h3_w76",-0.266397029161453,"rectifier","echocardiogram",131,"0;1",2,10,2,5,"Hidden3"
"h3_w77",-0.52855783700943,"rectifier","echocardiogram",131,"0;1",2,10,2,5,"Hidden3"
"h3_w78",0.428341954946518,"rectifier","echocardiogram",131,"0;1",2,10,2,5,"Hidden3"
"h3_w79",-0.035684410482645,"rectifier","echocardiogram",131,"0;1",2,10,2,5,"Hidden3"
"h3_w80",0.314074963331223,"rectifier","echocardiogram",131,"0;1",2,10,2,5,"Hidden3"
"h3_w81",-0.102007746696472,"rectifier","echocardiogram",131,"0;1",2,10,2,5,"Hidden3"
"h3_w82",-0.00204028887674212,"rectifier","echocardiogram",131,"0;1",2,10,2,5,"Hidden3"
"h3_w83",0.119940184056759,"rectifier","echocardiogram",131,"0;1",2,10,2,5,"Hidden3"
"h3_w84",-0.215397521853447,"rectifier","echocardiogram",131,"0;1",2,10,2,5,"Hidden3"
"h3_w85",0.315243363380432,"rectifier","echocardiogram",131,"0;1",2,10,2,5,"Hidden3"
"h3_w86",-0.22710557281971,"rectifier","echocardiogram",131,"0;1",2,10,2,5,"Hidden3"
"h3_w87",0.0526895336806774,"rectifier","echocardiogram",131,"0;1",2,10,2,5,"Hidden3"
"h3_w88",-0.0588610507547855,"rectifier","echocardiogram",131,"0;1",2,10,2,5,"Hidden3"
"h3_w89",-0.167779594659805,"rectifier","echocardiogram",131,"0;1",2,10,2,5,"Hidden3"
"h3_w90",-0.447061985731125,"rectifier","echocardiogram",131,"0;1",2,10,2,5,"Hidden3"
"h3_w91",0.240683615207672,"rectifier","echocardiogram",131,"0;1",2,10,2,5,"Hidden3"
"h3_w92",0.186375126242638,"rectifier","echocardiogram",131,"0;1",2,10,2,5,"Hidden3"
"h3_w93",-0.155834347009659,"rectifier","echocardiogram",131,"0;1",2,10,2,5,"Hidden3"
"h3_w94",0.128745555877686,"rectifier","echocardiogram",131,"0;1",2,10,2,5,"Hidden3"
"h3_w95",-0.278398811817169,"rectifier","echocardiogram",131,"0;1",2,10,2,5,"Hidden3"
"h3_w96",0.0887144505977631,"rectifier","echocardiogram",131,"0;1",2,10,2,5,"Hidden3"
"h3_w97",-0.474343180656433,"rectifier","echocardiogram",131,"0;1",2,10,2,5,"Hidden3"
